ticket_id,account_contact,ticket_status,ticket_priority,first_response_time,time_to_resolution,customer_satisfaction_rating
7161,mpetty@example.com,Open,Medium,,,
7162,kevinpowers@example.com,Pending Customer Response,Low,2023-06-01 18:39:56,,
7163,nathanielrichardson@example.com,Pending Customer Response,Medium,2023-06-01 12:01:57,,
7164,masseybarbara@example.net,Closed,Low,2023-06-01 22:53:59,2023-06-01 03:58:59,5.0
7165,kelly14@example.com,Open,High,,,
7166,adamhoffman@example.org,Closed,Medium,2023-06-01 07:26:03,2023-06-01 08:51:03,3.0
7167,rebeccabush@example.net,Open,Low,,,
7168,saramiranda@example.org,Closed,Medium,2023-06-01 01:27:05,2023-06-01 06:35:05,3.0
7169,gkelly@example.org,Open,Critical,,,
7170,iandrade@example.net,Pending Customer Response,High,2023-06-01 08:38:08,,
7171,rmckinney@example.org,Pending Customer Response,High,2023-06-01 21:17:10,,
7172,brandoncalderon@example.com,Closed,High,2023-06-01 22:27:11,2023-06-01 09:56:11,2.0
7173,sueobrien@example.com,Open,High,,,
7174,andersonbrooke@example.net,Closed,Medium,2023-06-01 05:25:14,2023-06-01 10:58:14,2.0
7175,robertcrawford@example.net,Open,Low,,,
7176,jeffery48@example.com,Open,Medium,,,
7177,reynoldsadam@example.com,Pending Customer Response,Critical,2023-06-01 08:55:18,,
7178,zanderson@example.com,Open,High,,,
7179,zscott@example.net,Pending Customer Response,Low,2023-06-01 01:05:20,,
7180,nathanhunter@example.org,Pending Customer Response,High,2023-06-01 16:19:21,,
7181,denisebrown@example.com,Pending Customer Response,Low,2023-06-01 03:27:23,,
7182,eruiz@example.net,Pending Customer Response,Critical,2023-06-01 05:13:25,,
7183,trankathleen@example.org,Closed,Medium,2023-06-01 16:33:25,2023-06-01 22:50:25,5.0
7184,ihaney@example.com,Pending Customer Response,Medium,2023-06-01 05:09:27,,
7185,stevenbrewer@example.net,Pending Customer Response,Low,2023-06-01 02:40:27,,
7186,fcoleman@example.com,Pending Customer Response,Critical,2023-06-01 06:18:28,,
7187,elizabethwhite@example.com,Pending Customer Response,High,2023-06-01 19:08:30,,
7188,gparker@example.net,Open,Medium,,,
7189,russelljesse@example.com,Closed,High,2023-06-01 02:52:34,2023-06-01 21:41:34,2.0
7190,wilsonderek@example.net,Closed,Critical,2023-06-01 15:41:34,2023-06-01 07:30:34,3.0
7191,leechristine@example.org,Pending Customer Response,Low,2023-06-01 23:50:35,,
7192,herringthomas@example.net,Pending Customer Response,Medium,2023-06-01 21:35:37,,
7193,jonesdonald@example.org,Closed,Medium,2023-06-01 14:08:37,2023-06-01 04:30:37,1.0
7194,qhooper@example.org,Open,High,,,
7195,wyates@example.com,Closed,Critical,2023-06-02 00:02:40,2023-06-01 17:35:40,3.0
7196,walter21@example.com,Pending Customer Response,Low,2023-06-01 04:34:41,,
7197,lindapeterson@example.com,Closed,Critical,2023-06-01 07:36:43,2023-06-01 04:13:43,1.0
7198,singletontony@example.com,Closed,Medium,2023-06-01 18:39:46,2023-06-01 23:43:46,1.0
7199,jessicaterrell@example.com,Open,Critical,,,
7200,christina68@example.com,Closed,Critical,2023-06-01 13:25:49,2023-06-01 14:49:49,3.0
7201,ashleyharding@example.org,Open,Medium,,,
7202,willie82@example.net,Closed,Critical,2023-06-01 23:24:52,2023-06-01 10:04:52,1.0
7203,browntiffany@example.com,Pending Customer Response,Critical,2023-06-01 06:56:53,,
7204,lisaprice@example.org,Closed,Medium,2023-06-01 19:23:54,2023-06-01 22:27:54,3.0
7205,christophermorrow@example.org,Open,Critical,,,
7206,richard77@example.org,Pending Customer Response,Low,2023-06-01 06:20:58,,
7207,mrichards@example.com,Pending Customer Response,Critical,2023-06-01 12:43:58,,
7208,onealmary@example.com,Pending Customer Response,Medium,2023-06-02 00:04:00,,
7209,timothy68@example.com,Closed,Low,2023-06-01 15:16:01,2023-06-01 15:37:01,5.0
7210,dwillis@example.org,Open,Critical,,,
7211,ashley90@example.net,Pending Customer Response,Low,2023-06-01 23:39:03,,
7212,maria90@example.com,Open,High,,,
7213,ngray@example.net,Pending Customer Response,Critical,2023-06-01 18:27:06,,
7214,patelspencer@example.org,Pending Customer Response,High,2023-06-01 08:11:07,,
7215,harristimothy@example.org,Closed,Low,2023-06-01 03:38:08,2023-06-01 21:58:08,4.0
7216,ryan95@example.net,Open,Low,,,
7217,jamie12@example.net,Closed,Low,2023-06-01 17:00:10,2023-06-01 18:15:10,5.0
7218,alexis95@example.com,Pending Customer Response,Low,2023-06-01 15:33:12,,
7219,julian28@example.org,Pending Customer Response,Low,2023-06-01 11:07:14,,
7220,shawnpham@example.com,Closed,Low,2023-06-01 14:44:15,2023-06-01 15:32:15,1.0
7221,marilynallen@example.com,Closed,Low,2023-06-01 08:04:16,2023-06-01 12:23:16,4.0
7222,sandovalkristen@example.com,Open,High,,,
7223,baileyjose@example.net,Closed,Critical,2023-06-01 09:28:19,2023-06-01 15:27:19,2.0
7224,maldonadokaren@example.com,Open,Low,,,
7225,mitchellkatherine@example.org,Open,Critical,,,
7226,jamestrevor@example.org,Open,Low,,,
7227,margaret46@example.com,Pending Customer Response,High,2023-06-01 15:20:26,,
7228,kathryn93@example.net,Open,High,,,
7229,jaime70@example.com,Open,High,,,
7230,melissawilliams@example.net,Open,High,,,
7231,youngmatthew@example.org,Open,Medium,,,
7232,qsexton@example.org,Pending Customer Response,High,2023-06-01 06:39:34,,
7233,pamela44@example.com,Open,Medium,,,
7234,dschultz@example.com,Pending Customer Response,High,2023-06-01 22:21:37,,
7235,olsontaylor@example.net,Open,Medium,,,
7236,michael55@example.net,Open,Low,,,
7237,richardtaylor@example.org,Closed,Critical,2023-06-01 10:33:43,2023-06-01 16:36:43,5.0
7238,wileyalyssa@example.net,Pending Customer Response,High,2023-06-01 07:48:45,,
7239,catherinejohnson@example.net,Closed,Medium,2023-06-01 02:27:45,2023-06-01 07:28:45,4.0
7240,robertevans@example.com,Open,High,,,
7241,hfernandez@example.com,Closed,Critical,2023-06-01 23:07:47,2023-06-01 14:43:47,5.0
7242,vphillips@example.com,Open,High,,,
7243,eric17@example.net,Pending Customer Response,Medium,2023-06-01 20:20:50,,
7244,zbrown@example.com,Pending Customer Response,Critical,2023-06-01 10:26:51,,
7245,lewisjames@example.net,Closed,Critical,2023-06-01 04:51:53,2023-06-01 04:46:53,2.0
7246,thomassanders@example.com,Pending Customer Response,Medium,2023-06-01 17:06:53,,
7247,meghanthomas@example.com,Open,Critical,,,
7248,pkrueger@example.com,Pending Customer Response,Low,2023-06-01 03:42:56,,
7249,kristinwelch@example.net,Closed,Medium,2023-06-01 19:07:57,2023-06-01 07:15:57,4.0
7250,xharris@example.net,Open,High,,,
7251,kennethgiles@example.org,Pending Customer Response,High,2023-06-01 03:25:00,,
7252,amber32@example.org,Pending Customer Response,Critical,2023-06-01 09:54:02,,
7253,hornrebecca@example.org,Open,High,,,
7254,nbeltran@example.org,Open,Medium,,,
7255,pholland@example.org,Open,Critical,,,
7256,moranjennifer@example.net,Open,Critical,,,
7257,odillon@example.com,Open,Low,,,
7258,nshelton@example.org,Open,Medium,,,
7259,simonvictor@example.net,Open,Critical,,,
7260,waynehunter@example.net,Open,High,,,
7261,ann61@example.org,Pending Customer Response,High,2023-06-01 10:57:15,,
7262,hkrueger@example.net,Pending Customer Response,Critical,2023-06-02 00:01:17,,
7263,baileyweeks@example.net,Open,High,,,
7264,aprilvalencia@example.com,Closed,Critical,2023-06-01 10:36:18,2023-06-01 08:56:18,2.0
7265,lsanchez@example.net,Pending Customer Response,Low,2023-06-01 21:20:19,,
7266,allensanchez@example.net,Closed,Critical,2023-06-01 10:48:21,2023-06-01 17:01:21,3.0
7267,natalieolsen@example.com,Pending Customer Response,Critical,2023-06-01 23:44:22,,
7268,leslie19@example.net,Pending Customer Response,Medium,2023-06-01 20:20:23,,
7269,smithheather@example.com,Pending Customer Response,High,2023-06-01 12:12:25,,
7270,nstewart@example.org,Pending Customer Response,Low,2023-06-01 11:36:27,,
7271,marcus53@example.net,Pending Customer Response,High,2023-06-01 02:14:28,,
7272,shawn38@example.com,Open,Medium,,,
7273,cooperjesse@example.org,Pending Customer Response,High,2023-06-01 08:54:32,,
7274,heather72@example.net,Pending Customer Response,Low,2023-06-01 19:17:32,,
7275,bsmith@example.com,Pending Customer Response,Critical,2023-06-01 05:49:34,,
7276,nicoleharris@example.net,Pending Customer Response,Medium,2023-06-01 20:02:36,,
7277,colleenking@example.org,Pending Customer Response,Critical,2023-06-01 20:25:37,,
7278,jessicagibson@example.net,Open,Low,,,
7279,stanley61@example.org,Pending Customer Response,Medium,2023-06-01 14:49:39,,
7280,crystal28@example.com,Closed,High,2023-06-01 16:31:40,2023-06-01 05:55:40,1.0
7281,michaelfleming@example.com,Closed,High,2023-06-01 03:24:41,2023-06-01 22:23:41,5.0
7282,mpatel@example.net,Open,Medium,,,
7283,gary80@example.net,Pending Customer Response,High,2023-06-01 20:40:44,,
7284,jeffrey40@example.com,Open,Low,,,
7285,jamie26@example.com,Closed,Medium,2023-06-01 01:26:46,2023-06-01 07:38:46,5.0
7286,mark73@example.com,Open,Critical,,,
7287,fernandezmiguel@example.net,Pending Customer Response,Medium,2023-06-01 15:18:48,,
7288,donnacraig@example.org,Pending Customer Response,Critical,2023-06-01 06:52:50,,
7289,robinsonalexis@example.org,Pending Customer Response,Medium,2023-06-01 15:39:52,,
7290,wrice@example.org,Pending Customer Response,High,2023-06-01 19:43:54,,
7291,kimberlymendoza@example.net,Open,Medium,,,
7292,brettreynolds@example.com,Pending Customer Response,Low,2023-06-01 06:52:54,,
7293,lisa62@example.com,Pending Customer Response,Critical,2023-06-01 02:00:55,,
7294,gcooper@example.com,Open,Low,,,
7295,williamjohnson@example.org,Open,Medium,,,
7296,traceyclarke@example.net,Pending Customer Response,Critical,2023-06-01 19:28:59,,
7297,danielscody@example.org,Closed,Medium,2023-06-01 10:16:01,2023-06-01 14:24:01,1.0
7298,watsonjonathan@example.net,Open,High,,,
7299,clarkjenna@example.com,Open,High,,,
7300,mvasquez@example.net,Closed,Low,2023-06-01 16:57:05,2023-06-01 07:44:05,4.0
7301,brittany25@example.org,Pending Customer Response,High,2023-06-01 23:17:07,,
7302,dmorales@example.net,Closed,Critical,2023-06-01 12:36:08,2023-06-01 05:36:08,4.0
7303,tracycook@example.org,Closed,Medium,2023-06-02 00:30:10,2023-06-02 00:00:10,1.0
7304,jacob26@example.org,Pending Customer Response,High,2023-06-01 03:07:12,,
7305,rrivera@example.org,Pending Customer Response,Medium,2023-06-01 22:59:13,,
7306,thomastucker@example.net,Open,High,,,
7307,donaldlandry@example.org,Open,Low,,,
7308,ashley75@example.org,Pending Customer Response,Critical,2023-06-01 20:25:17,,
7309,deborah02@example.org,Pending Customer Response,High,2023-06-01 02:26:19,,
7310,jennifer85@example.com,Closed,Low,2023-06-01 22:08:20,2023-06-01 21:35:20,4.0
7311,tserrano@example.com,Pending Customer Response,Low,2023-06-02 00:14:21,,
7312,lauriecooper@example.com,Pending Customer Response,Medium,2023-06-01 03:21:23,,
7313,rlogan@example.net,Open,Low,,,
7314,eugene94@example.org,Pending Customer Response,Critical,2023-06-01 23:52:26,,
7315,cwaller@example.org,Closed,Medium,2023-06-01 11:10:28,2023-06-01 23:56:28,3.0
7316,vquinn@example.net,Pending Customer Response,Low,2023-06-01 23:40:29,,
7317,jeremy32@example.net,Pending Customer Response,Critical,2023-06-01 23:44:31,,
7318,jeremy00@example.net,Closed,High,2023-06-01 08:14:33,2023-06-01 13:36:33,1.0
7319,yesenianeal@example.org,Closed,Critical,2023-06-01 07:37:34,2023-06-01 21:01:34,2.0
7320,brandipowers@example.com,Closed,High,2023-06-01 05:15:35,2023-06-02 00:19:35,4.0
7321,zwilliamson@example.org,Open,Low,,,
7322,pterry@example.org,Open,Low,,,
7323,dhowell@example.net,Pending Customer Response,Low,2023-06-01 07:37:41,,
7324,rowlandjoshua@example.com,Pending Customer Response,Medium,2023-06-01 20:06:41,,
7325,lisa32@example.org,Closed,Low,2023-06-01 09:02:43,2023-06-01 06:54:43,4.0
7326,heathernorton@example.com,Closed,Critical,2023-06-01 22:36:45,2023-06-01 13:07:45,2.0
7327,allison34@example.org,Closed,Critical,2023-06-01 18:31:46,2023-06-01 08:08:46,4.0
7328,charles74@example.com,Closed,Critical,2023-06-01 02:53:47,2023-06-01 04:42:47,1.0
7329,william31@example.net,Closed,Low,2023-06-01 14:01:49,2023-06-01 19:30:49,1.0
7330,henrydavis@example.com,Pending Customer Response,Critical,2023-06-01 16:38:51,,
7331,johnsonlisa@example.com,Closed,Critical,2023-06-01 15:05:52,2023-06-01 11:07:52,2.0
7332,rebecca30@example.org,Closed,Low,2023-06-01 06:46:54,2023-06-01 23:29:54,2.0
7333,ngolden@example.org,Closed,Critical,2023-06-01 15:58:56,2023-06-01 03:17:56,5.0
7334,destinywong@example.net,Closed,Low,2023-06-01 01:59:58,2023-06-01 18:48:58,3.0
7335,rodneybell@example.com,Closed,High,2023-06-01 18:46:00,2023-06-01 19:02:00,4.0
7336,edwardphillips@example.org,Open,Medium,,,
7337,ppowers@example.org,Pending Customer Response,Medium,2023-06-01 16:25:03,,
7338,staffordlance@example.com,Open,Medium,,,
7339,graykayla@example.org,Pending Customer Response,Medium,2023-06-01 13:28:06,,
7340,amberlee@example.com,Closed,Critical,2023-06-01 13:45:08,2023-06-01 03:08:08,3.0
7341,christinecooley@example.net,Closed,Low,2023-06-01 11:51:10,2023-06-01 08:40:10,1.0
7342,markmerritt@example.com,Closed,Critical,2023-06-01 06:16:11,2023-06-01 03:38:11,5.0
7343,wroberts@example.com,Closed,Low,2023-06-01 15:53:13,2023-06-01 19:29:13,5.0
7344,kberg@example.net,Open,High,,,
7345,knappjames@example.com,Pending Customer Response,Critical,2023-06-01 11:39:15,,
7346,bsmith@example.com,Pending Customer Response,High,2023-06-01 03:39:17,,
7347,jeremycook@example.org,Open,Critical,,,
7348,sanchezerica@example.org,Pending Customer Response,Critical,2023-06-01 01:09:19,,
7349,patriciasmith@example.org,Open,High,,,
7350,jharris@example.net,Closed,High,2023-06-01 14:03:22,2023-06-01 16:12:22,5.0
7351,justin64@example.com,Closed,High,2023-06-01 06:50:24,2023-06-01 09:26:24,4.0
7352,christopherglover@example.net,Pending Customer Response,Medium,2023-06-01 19:59:25,,
7353,nscott@example.net,Open,Low,,,
7354,holly79@example.net,Pending Customer Response,Medium,2023-06-01 21:29:28,,
7355,jordan94@example.net,Open,High,,,
7356,yholmes@example.com,Open,Low,,,
7357,adriennegibbs@example.org,Closed,Low,2023-06-01 13:19:32,2023-06-01 08:53:32,5.0
7358,davidanita@example.org,Open,High,,,
7359,lindonna@example.org,Closed,Medium,2023-06-01 19:56:34,2023-06-01 01:00:34,1.0
7360,smithashley@example.com,Closed,Low,2023-06-01 03:30:36,2023-06-01 05:37:36,3.0
7361,qbenitez@example.net,Pending Customer Response,Low,2023-06-01 07:51:38,,
7362,meganevans@example.net,Open,Low,,,
7363,zzimmerman@example.net,Open,Low,,,
7364,mbishop@example.com,Open,High,,,
7365,ahubbard@example.org,Pending Customer Response,Low,2023-06-01 19:20:44,,
7366,perkinsherbert@example.org,Closed,Critical,2023-06-01 18:37:46,2023-06-01 03:39:46,1.0
7367,fhahn@example.com,Pending Customer Response,Medium,2023-06-01 21:18:47,,
7368,qmoon@example.org,Pending Customer Response,Critical,2023-06-01 14:51:49,,
7369,monicahaynes@example.org,Open,Low,,,
7370,randy00@example.com,Open,High,,,
7371,justin77@example.org,Closed,Low,2023-06-01 18:47:54,2023-06-01 01:05:54,5.0
7372,peterstyler@example.net,Closed,Critical,2023-06-01 22:11:55,2023-06-01 09:35:55,5.0
7373,hughescourtney@example.com,Open,Critical,,,
7374,szavala@example.net,Closed,High,2023-06-01 19:03:57,2023-06-01 02:12:57,5.0
7375,kanesteven@example.net,Closed,Low,2023-06-01 21:40:58,2023-06-01 16:58:58,1.0
7376,yhickman@example.com,Pending Customer Response,Low,2023-06-01 00:39:58,,
7377,erika28@example.com,Open,Medium,,,
7378,nunezcarol@example.com,Closed,Critical,2023-06-01 07:35:01,2023-06-01 04:19:01,4.0
7379,cassandrahowell@example.com,Pending Customer Response,Medium,2023-06-01 04:27:03,,
7380,ngoodwin@example.net,Pending Customer Response,Medium,2023-06-01 10:45:05,,
7381,bgibbs@example.org,Open,High,,,
7382,brandonwilson@example.org,Pending Customer Response,Critical,2023-06-01 10:43:07,,
7383,wagnercynthia@example.org,Pending Customer Response,Medium,2023-06-01 11:35:09,,
7384,donnawhite@example.net,Open,Medium,,,
7385,christinahernandez@example.org,Pending Customer Response,High,2023-06-01 10:48:12,,
7386,colechristopher@example.org,Open,Low,,,
7387,jeffreylong@example.net,Closed,High,2023-06-01 05:42:14,2023-06-01 00:39:14,5.0
7388,omoyer@example.net,Closed,Medium,2023-06-01 19:38:16,2023-06-01 13:58:16,3.0
7389,ariaskimberly@example.net,Closed,High,2023-06-01 04:15:17,2023-06-01 13:28:17,5.0
7390,orussell@example.net,Closed,Critical,2023-06-01 20:30:19,2023-06-01 16:53:19,4.0
7391,tylerlong@example.net,Open,Medium,,,
7392,crystal29@example.com,Pending Customer Response,Low,2023-06-01 20:09:23,,
7393,jamesschmidt@example.com,Closed,High,2023-06-01 06:30:24,2023-06-01 00:56:24,3.0
7394,ggarcia@example.org,Closed,High,2023-06-01 08:06:25,2023-06-01 17:52:25,2.0
7395,torresangela@example.org,Open,High,,,
7396,dennisklein@example.org,Pending Customer Response,Critical,2023-06-01 23:10:26,,
7397,jameshodges@example.com,Pending Customer Response,Critical,2023-06-01 21:19:28,,
7398,harrellrebecca@example.com,Pending Customer Response,Medium,2023-06-01 11:40:30,,
7399,elizabethclark@example.net,Closed,Critical,2023-06-01 12:18:32,2023-06-01 07:14:32,2.0
7400,kyle09@example.org,Open,Low,,,
7401,joshua47@example.com,Open,Low,,,
7402,ashley22@example.net,Closed,Low,2023-06-01 13:37:36,2023-06-01 21:11:36,1.0
7403,collinsdavid@example.com,Closed,Critical,2023-06-01 14:41:38,2023-06-01 06:11:38,4.0
7404,timothykramer@example.net,Pending Customer Response,High,2023-06-01 19:01:40,,
7405,alexis15@example.net,Closed,High,2023-06-01 14:49:41,2023-06-01 16:23:41,4.0
7406,mcgrathdominique@example.org,Closed,High,2023-06-01 01:39:43,2023-06-01 18:15:43,1.0
7407,navarrojennifer@example.com,Pending Customer Response,Low,2023-06-02 00:00:45,,
7408,pnewman@example.com,Open,Critical,,,
7409,raymond15@example.net,Closed,Critical,2023-06-01 13:24:48,2023-06-01 17:55:48,1.0
7410,angela11@example.com,Open,High,,,
7411,murphyamanda@example.org,Pending Customer Response,Medium,2023-06-01 13:47:51,,
7412,amandacoleman@example.net,Open,Low,,,
7413,monroebrian@example.net,Closed,High,2023-06-01 19:54:54,2023-06-01 18:53:54,2.0
7414,ysmith@example.org,Open,High,,,
7415,kirstenrodriguez@example.net,Open,High,,,
7416,deleoncory@example.com,Open,Low,,,
7417,xreyes@example.org,Open,Medium,,,
7418,russell70@example.org,Open,Critical,,,
7419,yjohnston@example.com,Open,Medium,,,
7420,cummingsjoel@example.org,Closed,High,2023-06-01 23:19:05,2023-06-01 08:02:05,3.0
7421,georgeherman@example.com,Open,Medium,,,
7422,pamela10@example.com,Pending Customer Response,Medium,2023-06-01 03:15:08,,
7423,jenniferblackburn@example.org,Open,Medium,,,
7424,karendominguez@example.com,Pending Customer Response,Low,2023-06-01 22:03:11,,
7425,kcole@example.net,Pending Customer Response,Medium,2023-06-01 20:07:11,,
7426,ericlee@example.org,Open,Critical,,,
7427,christophermiller@example.net,Open,Low,,,
7428,williampowell@example.org,Open,High,,,
7429,raymondgarcia@example.com,Closed,Critical,2023-06-01 17:15:18,2023-06-01 05:28:18,5.0
7430,nthomas@example.com,Pending Customer Response,Critical,2023-06-01 03:45:20,,
7431,charles51@example.net,Closed,Medium,2023-06-01 05:37:20,2023-06-01 06:43:20,4.0
7432,yhamilton@example.org,Closed,Medium,2023-06-01 20:48:21,2023-06-01 19:02:21,1.0
7433,davidgarcia@example.org,Open,Medium,,,
7434,thomastiffany@example.com,Closed,Low,2023-06-01 22:02:25,2023-06-01 19:26:25,1.0
7435,thomasteresa@example.com,Pending Customer Response,Medium,2023-06-01 10:58:27,,
7436,olucero@example.com,Open,Critical,,,
7437,aliciabryant@example.org,Pending Customer Response,Critical,2023-06-01 15:54:28,,
7438,johndominguez@example.net,Pending Customer Response,Critical,2023-06-01 14:30:29,,
7439,griffithsara@example.org,Open,High,,,
7440,frycameron@example.org,Open,Medium,,,
7441,ihicks@example.org,Closed,Critical,2023-06-01 21:57:33,2023-06-01 02:19:33,1.0
7442,ashleeortiz@example.org,Pending Customer Response,Low,2023-06-01 23:53:35,,
7443,mnelson@example.com,Open,Critical,,,
7444,smithjessica@example.org,Open,Medium,,,
7445,crosbyshawn@example.com,Closed,Low,2023-06-01 17:43:40,2023-06-01 14:05:40,3.0
7446,smithherbert@example.com,Pending Customer Response,High,2023-06-01 17:01:42,,
7447,bethany57@example.net,Pending Customer Response,Medium,2023-06-01 21:04:42,,
7448,oweaver@example.net,Open,High,,,
7449,sgilbert@example.com,Closed,High,2023-06-01 06:28:46,2023-06-01 20:05:46,2.0
7450,kmoore@example.com,Closed,Low,2023-06-01 06:06:47,2023-06-01 03:12:47,2.0
7451,charles15@example.org,Open,Medium,,,
7452,bryanschwartz@example.org,Pending Customer Response,High,2023-06-01 14:56:50,,
7453,yolanda00@example.org,Pending Customer Response,Low,2023-06-01 11:08:52,,
7454,dcooper@example.com,Closed,High,2023-06-02 00:30:54,2023-06-01 11:48:54,3.0
7455,francokimberly@example.com,Open,Medium,,,
7456,casey46@example.org,Pending Customer Response,Medium,2023-06-01 04:56:57,,
7457,vhall@example.com,Closed,Medium,2023-06-02 00:29:58,2023-06-01 17:21:58,4.0
7458,yowens@example.net,Open,Critical,,,
7459,lmoore@example.net,Open,Low,,,
7460,xmartinez@example.net,Pending Customer Response,Critical,2023-06-01 15:08:01,,
7461,robertnichols@example.com,Pending Customer Response,Medium,2023-06-01 16:13:03,,
7462,lawrencewilliam@example.org,Pending Customer Response,Low,2023-06-01 21:13:04,,
7463,maxwelllucas@example.net,Pending Customer Response,Low,2023-06-01 10:10:06,,
7464,johnsonmichael@example.org,Closed,Low,2023-06-01 10:11:06,2023-06-01 06:53:06,4.0
7465,lgriffin@example.net,Closed,Low,2023-06-01 12:28:08,2023-06-01 17:37:08,1.0
7466,brianna13@example.net,Open,Medium,,,
7467,hodgeschad@example.com,Pending Customer Response,Critical,2023-06-01 20:44:11,,
7468,karenharrison@example.com,Pending Customer Response,Critical,2023-06-01 04:27:12,,
7469,sherrilewis@example.com,Pending Customer Response,Low,2023-06-01 14:56:14,,
7470,omatthews@example.org,Open,Low,,,
7471,kstone@example.com,Closed,Low,2023-06-01 07:42:16,2023-06-01 06:33:16,3.0
7472,susan14@example.net,Pending Customer Response,High,2023-06-01 04:33:18,,
7473,rachel62@example.com,Pending Customer Response,High,2023-06-01 06:38:20,,
7474,scotteric@example.com,Closed,High,2023-06-02 00:32:21,2023-06-01 15:01:21,5.0
7475,danny44@example.net,Closed,Low,2023-06-01 21:25:23,2023-06-01 09:42:23,2.0
7476,sharon05@example.com,Pending Customer Response,Critical,2023-06-01 03:06:25,,
7477,jluna@example.net,Closed,Medium,2023-06-01 02:42:26,2023-06-01 07:17:26,4.0
7478,angelaestrada@example.com,Closed,Critical,2023-06-01 19:26:28,2023-06-01 18:06:28,2.0
7479,lsmith@example.net,Closed,Critical,2023-06-01 03:16:30,2023-06-01 07:28:30,4.0
7480,kayla75@example.org,Closed,Critical,2023-06-02 00:18:31,2023-06-01 21:36:31,5.0
7481,cunninghamchristopher@example.net,Open,Critical,,,
7482,cprice@example.org,Pending Customer Response,Low,2023-06-01 13:55:35,,
7483,manningjessica@example.org,Pending Customer Response,Critical,2023-06-01 04:06:37,,
7484,andrewgomez@example.org,Open,Medium,,,
7485,crystal41@example.net,Open,Low,,,
7486,ecastaneda@example.net,Closed,Medium,2023-06-01 22:35:40,2023-06-01 03:57:40,3.0
7487,toddaustin@example.com,Open,Medium,,,
7488,ehill@example.net,Closed,Medium,2023-06-01 18:52:43,2023-06-01 13:30:43,1.0
7489,marcus21@example.org,Open,Medium,,,
7490,jorgerobbins@example.net,Pending Customer Response,Low,2023-06-01 08:40:46,,
7491,marshalljeffrey@example.org,Closed,High,2023-06-01 22:00:48,2023-06-01 13:28:48,1.0
7492,lopezscott@example.net,Open,Low,,,
7493,julie94@example.net,Open,Low,,,
7494,pamela27@example.org,Closed,Critical,2023-06-01 07:31:51,2023-06-01 08:11:51,5.0
7495,cameron86@example.org,Closed,Low,2023-06-01 20:53:53,2023-06-01 08:02:53,2.0
7496,khaas@example.org,Closed,High,2023-06-01 13:58:55,2023-06-01 22:52:55,4.0
7497,gravesjillian@example.net,Open,Medium,,,
7498,elizabethmeadows@example.com,Pending Customer Response,Critical,2023-06-01 21:47:58,,
7499,michaelestes@example.org,Open,High,,,
7500,dmays@example.org,Open,Medium,,,
7501,chavezedward@example.com,Pending Customer Response,Low,2023-06-01 03:36:03,,
7502,brittany30@example.net,Closed,High,2023-06-01 22:37:03,2023-06-01 21:34:03,4.0
7503,mariah89@example.net,Open,Critical,,,
7504,adamsjoseph@example.net,Closed,Low,2023-06-01 23:32:06,2023-06-01 18:22:06,3.0
7505,ramseyantonio@example.org,Open,Medium,,,
7506,katherine08@example.net,Closed,High,2023-06-01 16:27:08,2023-06-01 10:17:08,2.0
7507,melissahunt@example.org,Closed,Critical,2023-06-01 13:51:08,2023-06-01 20:52:08,2.0
7508,timothygreen@example.com,Pending Customer Response,Medium,2023-06-01 11:33:09,,
7509,nancylopez@example.net,Pending Customer Response,Critical,2023-06-01 04:59:11,,
7510,jfisher@example.org,Closed,High,2023-06-01 04:11:13,2023-06-01 17:10:13,3.0
7511,rwells@example.net,Pending Customer Response,Medium,2023-06-01 05:11:14,,
7512,lmyers@example.net,Closed,Medium,2023-06-01 09:30:16,2023-06-01 14:15:16,2.0
7513,alyssa18@example.net,Open,Medium,,,
7514,christine38@example.com,Closed,Low,2023-06-01 01:21:19,2023-06-01 15:56:19,5.0
7515,shannon90@example.com,Pending Customer Response,High,2023-06-01 01:50:20,,
7516,jenniferadams@example.com,Pending Customer Response,High,2023-06-01 09:35:22,,
7517,russellryan@example.org,Closed,Low,2023-06-01 07:11:24,2023-06-01 16:44:24,2.0
7518,tschroeder@example.com,Open,Medium,,,
7519,flindsey@example.com,Closed,Low,2023-06-01 17:28:25,2023-06-01 02:48:25,5.0
7520,danacarney@example.com,Closed,Critical,2023-06-01 06:21:26,2023-06-01 08:44:26,1.0
7521,butlermatthew@example.net,Closed,Low,2023-06-01 12:11:27,2023-06-01 03:18:27,5.0
7522,escobarbeth@example.net,Pending Customer Response,Low,2023-06-01 19:44:29,,
7523,zmedina@example.com,Closed,Critical,2023-06-01 17:11:31,2023-06-01 21:44:31,4.0
7524,andrew47@example.com,Closed,Low,2023-06-01 12:01:31,2023-06-01 01:04:31,2.0
7525,austincruz@example.net,Pending Customer Response,Medium,2023-06-01 05:05:33,,
7526,jeffrey01@example.net,Closed,High,2023-06-01 13:26:35,2023-06-01 02:33:35,2.0
7527,lauren04@example.com,Pending Customer Response,High,2023-06-01 12:38:36,,
7528,matthewsbrandon@example.org,Closed,Medium,2023-06-01 17:52:37,2023-06-01 01:24:37,5.0
7529,kathrynshannon@example.net,Pending Customer Response,Critical,2023-06-01 09:38:38,,
7530,mrichards@example.org,Pending Customer Response,Low,2023-06-01 19:00:39,,
7531,fgentry@example.net,Closed,High,2023-06-01 03:45:41,2023-06-01 07:58:41,1.0
